<<<<<<< HEAD
9.824887425327154603e-03 8.712478796422573613e-02 -6.520569206299610399e-02
1.152993247862639514e-02 7.602390495446051388e-02 -6.063347941055300533e-02
1.320644198481107055e-02 6.494822301768224393e-02 -5.607579962297887244e-02
1.485531760369126868e-02 5.389355555592897223e-02 -5.153156106389751578e-02
1.647742281128868405e-02 4.285572010056101777e-02 -4.699967529189438137e-02
1.807358331612798560e-02 3.183053685589775500e-02 -4.247905680192540917e-02
1.964458744836301493e-02 2.081382724337882753e-02 -3.796862276730910563e-02
2.119118652398294111e-02 9.801412444546565156e-03 -3.346729278232807997e-02
2.271409518328077609e-02 -1.210888057530895871e-03 -2.897398860542118107e-02
2.421399170344428614e-02 -1.222725793877798076e-02 -2.448763390299584994e-02
2.569151828569067250e-02 -2.325188549739122534e-02 -2.000715399353921245e-02
2.714728131697888291e-02 -3.428896512057102997e-02 -1.553147559193646110e-02
2.858185160622129378e-02 -4.534269875437749869e-02 -1.105952655435253271e-02
2.999576459534208928e-02 -5.641729737733663930e-02 -6.590235623445636105e-03
2.105384344568280927e-02 -4.434251367878450784e-02 -1.916673049503816442e-03
3.228191155055556982e-02 -7.498291954077608568e-02 8.918580682842556758e-04
3.364000761376106236e-02 -8.612837666789321944e-02 5.359454457618596269e-03
3.009756300656008660e-02 -9.203022287005835356e-02 7.655258645954777369e-03
1.365039543830825770e-04 -4.862198654201897491e-04 4.038610539732253181e-05
2.162992719574415371e-02 -9.267911338713984148e-02 7.781054880030236973e-03
1.321447885510441955e-02 -9.334084056829872189e-02 7.907472372427908416e-03
3.239883237110652552e-03 -8.810358272983434547e-02 5.826466512854746281e-03
-1.359443766427212888e-05 -4.381504273803611335e-04 1.937693579134188267e-05
-8.335254048854583847e-03 -7.690186971159398976e-02 1.515700025760684418e-03
-1.981896453201223429e-02 -6.576194422938580475e-02 -2.772871927590846251e-03
-3.154019920834489482e-02 -5.157638891277439158e-02 -8.943851021963133627e-03
-4.349178178614852841e-02 -3.433900270648979069e-02 -1.699871504188626634e-02
-5.626231578739200601e-02 -2.248406305319002735e-02 -2.056163290694302745e-02
-4.741080977371864985e-02 -1.304202488480400365e-02 -1.436590650350841325e-02
-5.823389330796269192e-02 -1.172265547059779880e-02 -1.560740265472352825e-02
-5.439991545865254657e-02 -5.806326849673983624e-03 -1.207563140727419167e-02
-5.057258456383889600e-02 9.879219867322855636e-05 -8.546758461469891599e-03
-4.675022749810482658e-02 5.995029410286778319e-03 -5.019938402461606407e-03
-4.293115924078387546e-02 1.188470133649050312e-02 -1.494326302114484936e-03
-3.911368214551731032e-02 1.777011418351630984e-02 2.030922481332303551e-03
-3.529608523685300731e-02 2.365356465478514469e-02 5.556652496144572073e-03
-3.147664349480404355e-02 2.953734078828411727e-02 9.083708401615198796e-03
-2.765361718566172397e-02 3.542372278693158016e-02 1.261293517070562545e-02
-2.382525104956496886e-02 4.131498382959095800e-02 1.614517828740220928e-02
-1.958523167806583767e-02 4.715825408961811516e-02 1.960797834697524875e-02
-1.484326346487080221e-02 5.294101103017515714e-02 2.297783850803161373e-02
-1.000185533730077805e-02 5.871970279635093520e-02 2.632887170320940412e-02
-5.147331311268835141e-03 6.450990449459763354e-02 2.968620715795412465e-02
-2.774145083582864801e-04 7.031380678668647244e-02 3.305064916889601662e-02
3.189658678417550599e-03 5.903890903075457997e-02 2.813211719199271155e-02
8.441559491960921174e-03 8.066387362146383577e-02 3.906362216681342342e-02
1.336600578283570102e-02 8.651233742321143283e-02 4.245055226085851091e-02
1.831461606411214152e-02 9.238273358858442585e-02 4.584764663765283216e-02
2.045219292739839864e-02 9.114253703761125702e-02 4.513363058635760927e-02
1.975067916773625906e-02 8.279997032046922112e-02 4.030833319422358341e-02
1.903295200995458111e-02 7.449091604981526726e-02 3.549268730531873750e-02
1.829888182454959128e-02 6.621221135985773387e-02 3.068553960740132494e-02
1.754831224649305507e-02 5.796070587249992079e-02 2.588573880807114314e-02
1.678106017123608476e-02 4.973326058740847044e-02 2.109213536105793846e-02
1.599691573726230373e-02 4.152674678200272279e-02 1.630358119325189120e-02
1.519564228903547143e-02 3.333804491526100311e-02 1.151892943138760339e-02
1.437697632076355252e-02 2.516404353593860999e-02 6.737034129221050778e-03
1.354062740207842390e-02 1.700163819394464801e-02 1.956749994494685636e-03
2.031602586792953232e-04 1.987604392404955663e-04 -7.212673734091070658e-06
1.267328137488408883e-02 8.719008744369005984e-03 -2.895769397180856641e-03
7.919245251854417633e-03 2.166220862867709526e-03 -4.605027138157546419e-03
8.212349822526703730e-04 -7.037025982531341039e-05 -8.899186087796392888e-04
=======
1.691389449241577914e-01 2.116048252400608287e-01 6.512286128709891819e-02
3.312504580392387488e-01 3.926968560558255494e-01 1.298461827911385480e-01
3.171837563052213871e-01 3.440351423957417332e-01 1.290469720612994475e-01
3.031169935302314156e-01 2.968673971622197705e-01 1.282474998137734246e-01
2.890501257319093575e-01 2.511835239197067193e-01 1.274477676687787442e-01
2.749831073386481139e-01 2.069737507745723626e-01 1.266477772470593066e-01
2.614178171702496445e-01 1.727524977242242410e-01 1.258483411471072178e-01
2.483551245265441243e-01 1.484448432151459496e-01 1.250494609890648590e-01
2.352935157664200472e-01 1.254877831578481706e-01 1.242503274147220699e-01
1.050772966484782717e-01 5.126751814372138005e-02 5.755728533850675011e-02
2.161561050788412264e-01 9.426563886653289981e-02 1.230788053933839776e-01
2.030966340744543852e-01 7.461148376908037505e-02 1.222790538646716801e-01
1.900380822821207960e-01 5.629164121359878092e-02 1.214790545341759703e-01
1.769804009092209862e-01 3.930204939408160625e-02 1.206788090231766947e-01
1.639235405577506022e-01 2.363893898390563922e-02 1.198783189534518845e-01
1.508674512698522097e-01 9.298832430550964603e-03 1.190775859472744114e-01
1.378120825732191135e-01 -3.721456695149410847e-03 1.182766116274086843e-01
1.258637467563191170e-01 -1.305948210906809036e-02 1.174776513195711219e-01
1.150226544368440212e-01 -1.886625409066080769e-02 1.166807066429322720e-01
1.041825282380360873e-01 -2.358294922555780743e-02 1.158835255101135775e-01
9.334332504404344033e-02 -2.721072119509937437e-02 1.150861095366785686e-01
8.250500159513692033e-02 -2.975048374848394961e-02 1.142884603386659925e-01
1.991212736696545971e-02 -8.175093347096840449e-03 2.993955200082645471e-02
6.881535283759024346e-02 -3.141582474200565328e-02 1.132806036145246886e-01
3.982728658701919361e-02 -2.113152550832120280e-02 7.500926795446088979e-02
5.183470827105349926e-02 -3.108167140558846728e-02 1.119537832066399702e-01
2.184165587415122164e-02 -1.461941294782428090e-02 5.356718265674628027e-02
4.005465252897143918e-02 -2.928716830360120552e-02 1.107835330648349881e-01
3.354075215239515212e-02 -2.777104121739743664e-02 1.099974144487709249e-01
2.702740543968433148e-02 -2.560377999533983151e-02 1.092110729208363717e-01
2.158210925855661572e-02 -2.381545922196970019e-02 1.084281901024696099e-01
1.385784187062701067e-02 -1.786004310125592631e-02 8.444821459486340220e-02
1.377283269605564069e-02 -2.125408906271748430e-02 1.070376560339939692e-01
9.396011497957889452e-03 -1.920819690942510496e-02 1.062578454067897027e-01
5.019485714601291948e-03 -1.672511401294488054e-02 1.054778194462809293e-01
6.432375748684649591e-04 -1.380435135392458872e-02 1.046975797332571761e-01
-2.835068983857083526e-03 -1.163430967230638831e-02 1.039215085233225200e-01
-5.415572295610279752e-03 -1.033535898870560805e-02 1.031496073892506915e-01
-1.468885332475497289e-03 -2.000499390621859278e-03 2.161098687416554767e-02
-8.539962886991521798e-03 -8.416832428784078515e-03 1.022149721993519389e-01
-6.359730117163358079e-03 -4.187332677960037275e-03 6.092168128464939270e-02
-1.191397042981648044e-02 -6.375690197294464449e-03 1.009841342288214094e-01
-1.298464229330436454e-02 -6.345790792277445497e-03 1.002209553692527400e-01
-1.405546480616625196e-02 -6.209651907465831705e-03 9.945757341064166701e-02
-1.512644241715524127e-02 -5.967221252136268445e-03 9.869398990004336902e-02
-1.619757956836721802e-02 -5.618423076846010451e-03 9.793020638492092034e-02
-1.726888069159529526e-02 -5.163158158700419283e-03 9.716622441314205771e-02
-1.797913279328982455e-02 -5.311118418318581252e-03 9.640731366513201339e-02
-1.832841368095596696e-02 -6.110915327222143228e-03 9.565347567888247970e-02
-1.867797976726971731e-02 -6.877169544635726960e-03 9.489944384994856985e-02
-2.920280183108002209e-03 -1.138240524092996864e-03 1.460801022647956540e-02
-1.908249914564523475e-02 -7.716891066517975184e-03 9.402857083714168118e-02
-1.943267035254622049e-02 -8.411021032729166028e-03 9.327412650310652753e-02
-1.978313195489026996e-02 -9.071967120154261766e-03 9.251949314831840743e-02
-2.013388565876584116e-02 -9.699826969742529267e-03 9.176467230209782444e-02
-2.042274087165612748e-02 -8.507132034769408421e-03 9.101550068086212975e-02
-1.438156750634524313e-02 -4.170133104573289611e-03 6.304562902854288220e-02
-2.080841640662743283e-02 -3.385111867391561464e-03 8.975324834027167964e-02
-1.138270068588293459e-02 -5.655420814604429245e-04 4.836833366083700958e-02
-2.115026806374230295e-02 2.213149743314405012e-03 8.861199589062436488e-02
-2.135949659778113574e-02 7.063619588412528051e-03 8.788005012350766365e-02
-1.194072957511355636e-02 5.811158741574575480e-03 4.845655593477043999e-02
-2.164870757879087948e-02 1.298691869311792250e-02 8.675466876977284969e-02
-2.182299389209661766e-02 1.630677477728486105e-02 8.603470717539067614e-02
-2.199727720588869409e-02 1.964736221132636768e-02 8.531457123145962107e-02
-2.217155762180595541e-02 2.300939668731599372e-02 8.459426239738505882e-02
-2.222521838719037149e-02 2.583406838872148031e-02 8.388029146459581586e-02
-2.215831847242343347e-02 2.810575489551407277e-02 8.317265988000262233e-02
-1.322975856487607288e-03 1.766133318374433180e-03 4.950291708672760124e-03
-2.208763480094126305e-02 3.051259528682349204e-02 8.242253728492791864e-02
-2.202090059919531786e-02 3.278228316748960092e-02 8.171456007575399194e-02
-1.122933928291567317e-03 1.746907254134481054e-03 4.154938347310509726e-03
-2.180723802517436916e-02 3.424734768459773704e-02 8.097768991080411816e-02
-2.147999265829331553e-02 3.482854487294842483e-02 8.028288983139135471e-02
-2.115295858919965383e-02 3.538386548304783830e-02 7.958792705887413055e-02
-1.719055729553222020e-03 2.935220832969189821e-03 6.494451918173173820e-03
-2.060708804583185824e-02 3.379347523284750854e-02 7.884384153519691241e-02
-1.995013961794057586e-02 3.055848580834429756e-02 7.816235318530002918e-02
-6.705135039915010621e-03 9.676134051554933363e-03 2.676546055364909318e-02
-1.884193566941384790e-02 2.389032580089823707e-02 7.725768415781360254e-02
-1.791861027073192794e-02 1.786497883481814875e-02 7.658980029075422580e-02
-1.699598458502156115e-02 1.175010829399449411e-02 7.592176121487199947e-02
-1.607405451596048349e-02 5.544508489248447386e-03 7.525356828398964415e-02
-1.519506229487556891e-02 1.747853144840792955e-04 7.459242891455389324e-02
-1.435890506302846432e-02 -4.354430932005682112e-03 7.393834444640405568e-02
-2.773978213961268702e-03 -1.434478789456866948e-03 1.471923429635880499e-02
-1.335623201925439582e-02 -9.910274106572102004e-03 7.315315722118352626e-02
-1.252123751182813126e-02 -1.462827056571643601e-02 7.249874480906620677e-02
-1.168677252587667012e-02 -1.943366581448562752e-02 7.184418547889863393e-02
-1.085283438180864243e-02 -2.432741040971989413e-02 7.118948055718360424e-02
-1.001942056549419424e-02 -2.931047421975887732e-02 7.053463137071856737e-02
-9.415925606614953050e-03 -3.152778734761135793e-02 6.988719680325432282e-02
-9.042042763285582443e-03 -3.094889940638538214e-02 6.924717816685380112e-02
-3.071771527846128727e-04 -1.072693833092432710e-03 2.391864396219279230e-03
-8.655260803874570766e-03 -3.039685772535757891e-02 6.858479898980654466e-02
-8.281502227974548574e-03 -2.990772768260822542e-02 6.794449618451904593e-02
-7.907804901223685137e-03 -2.946264006534629609e-02 6.730405569062480886e-02
-7.669433655285261622e-03 -2.788638114403600363e-02 6.667125898594654376e-02
-4.046769322116417281e-03 -1.382690162149608631e-02 3.528432412460967560e-02
-7.511251264905513363e-03 -2.370960446083833495e-02 6.571281116844522596e-02
-7.407874466360742614e-03 -2.100617191575341117e-02 6.508745481613638362e-02
-5.694218512713304994e-03 -1.373780219608192014e-02 4.976315410140586676e-02
-7.449074020469981586e-03 -1.339902955147971413e-02 6.399975325578101393e-02
-7.521838676286248665e-03 -8.471788163814334555e-03 6.338989211523790579e-02
-7.594299143385924329e-03 -3.538998436437557765e-03 6.277990251623476181e-02
-4.942748213177841979e-03 2.429334930893349608e-04 4.020778749537037150e-02
-7.719238501175544435e-03 4.056474983165757157e-03 6.179425051360474402e-02
-7.796504735613300416e-03 8.534903848190911538e-03 6.119998937326668470e-02
-7.873506000469803617e-03 1.302293082964362837e-02 6.060560421241689005e-02
-5.428741466091111835e-03 1.091286262762415984e-02 4.142197215746218353e-02
-7.791276654454775720e-03 1.699062609164529378e-02 5.962065258417536401e-02
-7.689843233101995197e-03 1.842570660662986790e-02 5.904217823765357809e-02
-7.588388066631856881e-03 1.985445811736522362e-02 5.846358424352929989e-02
-7.486910107143247665e-03 2.127718354501899334e-02 5.788487177435068520e-02
-7.182297508001017801e-03 2.108330930937715036e-02 5.731418869620930057e-02
-6.674720352118801436e-03 1.924546982788043897e-02 5.675153616562083475e-02
-4.457080817336997978e-03 1.264267912541108124e-02 4.018870958553664996e-02
-5.805034947697688269e-03 1.598404393361609055e-02 5.578675851518660744e-02
-5.298067328902136483e-03 1.401668350580675786e-02 5.522379645245705654e-02
-4.791322408379679668e-03 1.200117407336321294e-02 5.466072248025090341e-02
-4.284797758497655221e-03 9.937116957518225477e-03 5.409753773966213819e-02
-3.677668613379507165e-03 8.201482326053659289e-03 5.354249167022001599e-02
-1.310295450527653951e-05 2.980519376402534273e-05 2.100356944439886865e-04
-2.967098246600111469e-03 6.774549962148750798e-03 5.299342874268175158e-02
-2.259472566189473994e-03 5.283210646500256964e-03 5.244641465340262043e-02
-1.469451990808253242e-03 3.837495546762311437e-03 4.948128699876195441e-02
-7.962625313486777854e-04 2.970726246687056555e-03 5.140186759707827263e-02
-3.286047395092035343e-05 1.817662286639451378e-03 5.087112363519621233e-02
7.304475152256366313e-04 5.880067350319609365e-04 5.034027658471143529e-02
1.493664468559170212e-03 -7.184901293177631092e-04 4.980932752140642544e-02
2.256793375105137049e-03 -2.102094952292668864e-03 4.927827752127013350e-02
2.840688355727703871e-03 -3.834004010480077107e-03 4.875548146835106261e-02
3.245321904728537977e-03 -5.890464373420840026e-03 4.824094042211517913e-02
3.649829423502416563e-03 -7.988931108392188785e-03 4.772630161744372684e-02
3.876641122003758014e-04 -9.240171376122459932e-04 4.748588159362983514e-03
4.094735384380582439e-03 -1.034793072115872126e-02 4.716004104658178681e-02
4.498980381437923427e-03 -1.253586085062547047e-02 4.664520032262724908e-02
4.903103334264296599e-03 -1.476716363065554843e-02 4.613026507406210730e-02
5.307105366835539705e-03 -1.704229907785348441e-02 4.561523634442062047e-02
5.475471222567203367e-03 -1.833093407187209867e-02 4.510856290129267726e-02
2.198574487489888477e-04 -7.522041005717962489e-04 1.812006425700275281e-03
5.405615959329683300e-03 -1.861252296740072143e-02 4.459011084122139340e-02
5.338499719212668609e-03 -1.888005384723906097e-02 4.409169967425408815e-02
3.486411232305254917e-03 -1.229094453029162815e-02 2.952558867930608552e-02
4.790656444986281237e-03 -1.583813589916419767e-02 4.327613937736717042e-02
4.353524083578576460e-03 -1.309641635196263747e-02 4.279446048081083503e-02
3.916665654930894837e-03 -1.031330841870683329e-02 4.231269486329597429e-02
3.480079058546443806e-03 -7.488256673012574915e-03 4.183084350113545208e-02
1.634518406653321428e-03 -2.773651508983707853e-03 2.152131557239626500e-02
2.817480080929653415e-03 -3.110938372248690364e-03 4.109873681290866082e-02
2.381565301820284027e-03 -1.774328812582375177e-04 4.061667375469651953e-02
1.875248806531492132e-03 2.482123728930357189e-03 4.014302345064910821e-02
2.529010980289143960e-04 6.402151158556784261e-04 6.548627447144678496e-03
1.203823055589897835e-03 5.279202710822940639e-03 3.960136839706004941e-02
6.273113948124674124e-04 7.743772426535388935e-03 3.913603826988066442e-02
5.100702009764817679e-05 1.026817443887913933e-02 3.867062883564175574e-02
-5.250920145313690618e-04 1.285291876511998263e-02 3.820514103750802248e-02
-1.100987567819431984e-03 1.549852863423342893e-02 3.773957581880268281e-02
-1.654555682476226402e-03 1.776617939851049890e-02 3.728240773641253170e-02
-2.185844988610401163e-03 1.965335295515681716e-02 3.683363771680012860e-02
-2.717006166172594456e-03 2.159830596692405291e-02 3.638479305600202107e-02
-3.248040591186491469e-03 2.360143607696069470e-02 3.593587466361262278e-02
-7.369760900901876693e-04 5.166926906150623791e-03 7.364486590345008937e-03
-3.888507538488644114e-03 2.609385101415878302e-02 3.539416178090570159e-02
-4.419263644540773715e-03 2.822595712962691628e-02 3.494508390116031482e-02
-4.668135816321304296e-03 2.907466326879379684e-02 3.450438756708672228e-02
-4.635267035206249581e-03 2.860222563138267379e-02 3.407207367176563056e-02
-2.844096609330617163e-03 1.749609336735151802e-02 2.080777279522541545e-02
-4.582205231543667705e-03 2.783436599799714653e-02 3.337286307739353169e-02
-4.549565985863879454e-03 2.736751818943588058e-02 3.294037031960420081e-02
-4.517014824668080970e-03 2.690318288247134024e-02 3.250781081042067311e-02
-4.484550697908174302e-03 2.644127353221005852e-02 3.207518542643315179e-02
-4.452172571318323280e-03 2.598170393331170405e-02 3.164249504436511540e-02
-4.212282040568650354e-03 2.364992785641155046e-02 3.121805256821886046e-02
-3.765077564856007374e-03 1.941753605903811034e-02 3.080185885813455787e-02
-3.318254152117928579e-03 1.514416687676941459e-02 3.038560273038850776e-02
-2.871809464985703927e-03 1.082896130191272552e-02 2.996928502853058937e-02
-2.425741312719520773e-03 6.471051005049690934e-03 2.955290659623526633e-02
-1.038586461589265488e-03 1.584370939131710641e-03 1.451349265564993649e-02
-1.758822104418574211e-03 -1.521540689557246417e-04 2.892975270981047731e-02
-1.313683895769213964e-03 -4.620708420816298755e-03 2.851322633439114934e-02
-8.689157634997843891e-04 -9.135083894226689663e-03 2.809664217925920277e-02
-4.245161952485102842e-04 -1.369619277343450160e-02 2.768000108862826367e-02
1.378893548146602178e-04 -1.701765008445607630e-02 2.727135971576484519e-02
8.184410319986943228e-04 -1.911605410128594529e-02 2.687071888878593551e-02
1.498836922104199122e-03 -2.128710151404110754e-02 2.647002361065733250e-02
8.267002133485691542e-04 -9.606670122402165973e-03 1.092602938974921584e-02
2.462996170324752848e-03 -2.450413088006813539e-02 2.590204709964808935e-02
3.085978728417347779e-03 -2.626517301980264146e-02 2.550923795560023147e-02
4.073894571203194874e-04 -3.251209334543437787e-03 3.027550099461338417e-03
3.719613266460279708e-03 -2.766438340117037542e-02 2.507832333198313848e-02
4.285405302495941433e-03 -2.897533352741453808e-02 2.469341995516907348e-02
4.766009045297953627e-03 -2.956585009791407037e-02 2.431639507279352228e-02
5.161509101802469121e-03 -2.942460138800207653e-02 2.394724944890047266e-02
1.794435437170795752e-04 -9.896466337146422355e-04 7.942755118649562308e-04
5.570322773018727101e-03 -2.932787645809515134e-02 2.356571066948136978e-02
5.965973751382881544e-03 -2.928009990643200625e-02 2.319646715350291016e-02
6.361700356492769846e-03 -2.927838517542044952e-02 2.282717663227902538e-02
6.712716487229803894e-03 -2.776831561923387079e-02 2.246560199774882624e-02
7.019189067457704684e-03 -2.474356513554172923e-02 2.211174398264513161e-02
3.292371401392207332e-03 -1.032056550740443127e-02 9.933329102210274389e-03
7.465584800551683040e-03 -2.040733065972737820e-02 2.159696811198738228e-02
7.772849541217030471e-03 -1.746904361224116756e-02 2.124300138069821348e-02
8.080442335908918916e-03 -1.456544774717141374e-02 2.088899160287034304e-02
8.388363846381755723e-03 -1.169597019141841061e-02 2.053493949590557213e-02
8.516885346182003283e-03 -9.156072648021852667e-03 2.018846504362992872e-02
8.465974594923051169e-03 -6.921070403173945271e-03 1.984956894817435646e-02
8.415344415356636187e-03 -4.682406436563606514e-03 1.951063262997328185e-02
8.364994412305114257e-03 -2.439643122038644401e-03 1.917165677588111503e-02
7.479358691003897518e-03 -2.745560525106586006e-04 1.694970022219429578e-02
8.270116778579075442e-03 1.834447356025495444e-03 1.852776652932914755e-02
5.508110891848606340e-03 2.360319081933176001e-03 1.224532998566376339e-02
1.990812124111584081e-03 1.038603847678678692e-03 4.426509987090419297e-03
7.985331023922900145e-03 5.093429468833758286e-03 1.790995080612935164e-02
2.149358415305688361e-03 1.652450764741590769e-03 4.875183989468270286e-03
1.657707730497652620e-03 1.363368308569220741e-03 3.795340484530046639e-03
2.461485654717490527e-03 2.232170432621081221e-03 5.716545206047778625e-03
7.198275702310726575e-03 8.253003284348149268e-03 1.739388067923789902e-02
6.646580072956236561e-03 1.046812876407268549e-02 1.712781077466938098e-02
6.095143928076082913e-03 1.274108469885787236e-02 1.686170616298792932e-02
5.543965499871794655e-03 1.507231932926888368e-02 1.659556738345130747e-02
4.950225476395134216e-03 1.781006331604943413e-02 1.633656676227918797e-02
4.313959222895098235e-03 2.096062431896462616e-02 1.608470482433265250e-02
3.678001089570333542e-03 2.417974309641737068e-02 1.583281029311313370e-02
3.042349347899045257e-03 2.746806329718591219e-02 1.558088367908078663e-02
1.120035397533194208e-03 1.300933442515372213e-02 6.666222308953272113e-03
2.131929085122482703e-03 3.229779336443674292e-02 1.521985147854314387e-02
1.497011924305540441e-03 3.575573247259985349e-02 1.496784893198565246e-02
8.623958334478080143e-04 3.928519764114681706e-02 1.471581605544469186e-02
2.280795943553274967e-04 4.288689995504667285e-02 1.446375335966034945e-02
-2.868539428349282396e-04 4.400779401402962060e-02 1.421864604734708083e-02
-6.826787293072460357e-04 4.263207068403344902e-02 1.398049461520991729e-02
-1.078615478611306185e-03 4.130520633007479098e-02 1.374231485394344573e-02
-1.474664325441031208e-03 4.002693317208585316e-02 1.350410724621362024e-02
-1.816298330729968901e-04 4.249440602322015342e-03 1.433460661708311091e-03
-1.913360553959443438e-03 3.866006680472164336e-02 1.324033201405747789e-02
-2.309646025869032879e-03 3.748256803749171195e-02 1.300206730482804905e-02
-2.706044418277413037e-03 3.635289265309679663e-02 1.276377624922975934e-02
-3.102556038430043673e-03 3.527081515819106144e-02 1.252545933015374209e-02
-3.499181231349184247e-03 3.423612027939374608e-02 1.228711703054344989e-02
-3.895920378211135352e-03 3.324860292365476588e-02 1.204874983339370050e-02
-4.292773894729626921e-03 3.230806814051682962e-02 1.181035822174967241e-02
-4.689742229546487069e-03 3.141433108626819765e-02 1.157194267870594560e-02
-4.997687658652793553e-03 2.689918222024451772e-02 1.134019241482903638e-02
-5.217003392606102581e-03 1.874970588339736066e-02 1.111510789975447833e-02
-5.437024187837266077e-03 1.062629123403843398e-02 1.089000086218584913e-02
-5.657750412944940847e-03 2.527302800968020575e-03 1.066487175829581441e-02
-5.879182713496601369e-03 -5.548889584167914987e-03 1.043972104430169502e-02
-6.101322011220091865e-03 -1.360391108759393362e-02 1.021454917646452167e-02
-6.324169503249896761e-03 -2.163938217318674487e-02 9.989356611088134538e-03
-6.547726661427933498e-03 -2.965691890137580819e-02 9.764143804518239655e-03
-6.115129315594633290e-03 -3.376563667294490284e-02 8.636717382780228006e-03
-6.975467256725044821e-03 -4.489233659509828112e-02 9.335193857330741432e-03
-7.134490505536245954e-03 -4.932173796119289355e-02 9.116403979248130854e-03
-5.624324195396683199e-03 -3.917209582532894113e-02 6.956727729480566454e-03
-7.299675583269311582e-03 -5.090726149402742540e-02 8.738604315706582915e-03
-7.392693535922564667e-03 -5.178922334928239696e-02 8.526243289746437970e-03
-7.419207856279545245e-03 -5.094041474209213410e-02 8.320169304351360609e-03
-1.637495824704955627e-04 -1.106737939790094051e-03 1.818439143928134475e-04
-7.378147228074023040e-03 -4.831426543077563251e-02 8.115961691264257302e-03
-6.848876095644164733e-03 -4.252437718253931909e-02 7.462413666859996249e-03
-7.106267555131260717e-03 -4.123828465170775726e-02 7.745907404831622010e-03
-6.931305863768924026e-03 -3.724652831467006875e-02 7.558449130400396281e-03
-6.693534708389638731e-03 -3.292497152678431488e-02 7.377028785549066651e-03
-5.783825383398989890e-03 -2.576846851916383616e-02 6.508054364016578261e-03
-6.121310392515097280e-03 -2.412238352576674336e-02 7.043330306623980103e-03
-5.820122324294532690e-03 -1.954630043000669948e-02 6.867920799221372691e-03
-5.449838218926691263e-03 -1.494687354488434365e-02 6.698350692469369656e-03
-7.382866348341127942e-04 -1.760518891218612342e-03 9.377248816685399566e-04
-4.948023649070217023e-03 -9.682055504069676799e-03 6.511372745697179866e-03
-4.508278318450363413e-03 -5.120341044586074024e-03 6.347627287560968744e-03
-4.068221249521809801e-03 -6.040846777052752111e-04 6.183868968036037098e-03
-3.541821181600330812e-03 1.799456588088131203e-03 6.025762338782928405e-03
-2.929297486286566114e-03 2.079190499326029600e-03 5.873307720194499877e-03
-2.027515046858187168e-03 1.966559638582480399e-03 4.923971080668254272e-03
-1.790560382968430040e-03 2.435271639382938658e-03 5.589847882900488181e-03
-8.933804549515035956e-04 9.321591709081860451e-04 3.851274441429210910e-03
-7.425062323811522803e-04 -1.566801515650606243e-03 5.342994035804449898e-03
-1.547345971633308688e-04 -5.506559338828763070e-03 5.206766931523085923e-03
2.104588487498636955e-04 -6.248737759923989055e-03 3.423708740627535996e-03
7.810749652286592438e-04 -1.306356004862823869e-02 4.988015796066437753e-03
1.291020802817536336e-03 -1.615664941380010391e-02 4.862446311758843870e-03
1.007429042288049588e-03 -1.064744815684973665e-02 2.890378334290912964e-03
2.030657390864777125e-03 -1.881624809893548897e-02 4.669216532482331136e-03
2.421494604708700812e-03 -1.923828595595394181e-02 4.554161304336965498e-03
1.330567334532723736e-03 -9.351353585797545637e-03 2.234332381178275040e-03
2.903697287644765000e-03 -1.799552918575312091e-02 4.389454320694098979e-03
2.990848303354033243e-03 -1.700931733778154181e-02 4.086299089512356562e-03
3.287882368986390271e-03 -1.832442193987000173e-02 4.189906420305393973e-03
3.441598319068152681e-03 -1.884763901580354534e-02 4.090369111411218742e-03
3.538624389797012139e-03 -1.945480423168603062e-02 3.995894170465663989e-03
3.578953195121185003e-03 -2.013841787940586284e-02 3.906481788909427211e-03
2.964575890570087403e-03 -1.706831651829307517e-02 3.136098547391614599e-03
3.652324752302858225e-03 -2.139810196347600307e-02 3.743741511613712849e-03
3.692608861119647378e-03 -2.210483395448504737e-02 3.654307275058072541e-03
3.686523964662770381e-03 -2.230898301835234146e-02 3.569818024839781917e-03
3.634123944882449581e-03 -2.200435658747412412e-02 3.490273932163091841e-03
1.684387075101495632e-03 -1.026060680499160140e-02 1.607365761981724168e-03
3.557305428405003501e-03 -2.154115865588331763e-02 3.373459482635678911e-03
3.505058572043458307e-03 -2.123365684980259294e-02 3.293898225077565925e-03
3.452873942144575430e-03 -2.092534928554281443e-02 3.214330294194237599e-03
3.400750621612649502e-03 -2.061617894403012033e-02 3.134755851216630522e-03
3.348687703879949049e-03 -2.030608846570079729e-02 3.055175057388854337e-03
3.296684292940030118e-03 -1.999502014006226611e-02 2.975588073967866919e-03
3.244739503382995400e-03 -1.968291589518489371e-02 2.895995062223143904e-03
3.146573671144979600e-03 -1.546121257820305857e-02 2.821040165296041097e-03
3.002604743878560176e-03 -7.322818837162716789e-03 2.750723535068922820e-03
2.859319991032929255e-03 8.285231862406175008e-04 2.680401332164857910e-03
2.716718741680473025e-03 8.994457912706702724e-03 2.610073699077869458e-03
2.574800603483464942e-03 1.717663297018753518e-02 2.539740778312965259e-03
2.433565463221837137e-03 2.537669949794046226e-02 2.469402712385848978e-03
9.145111562252894455e-04 1.225673173355958621e-02 9.475351802744068396e-04
2.238147957398485804e-03 3.683760461910343814e-02 2.371519303086688877e-03
2.098545307678857923e-03 4.508563356595435972e-02 2.301169508920275757e-03
